Subcode,Branch code,Eff_from,SubjectName,Category,Sem /Year,L.,T.,P.,TW/SL,Total,E,M,I,V,Total.1,gtuSyllabusURL
320022,16,Aug-11, Fiber Science,Compulsory,2,4,0,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320022.pdf
320023,16,Aug-11, Introduction To Mining & Geology,Compulsory,2,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320023.pdf
320024,16,Aug-11, Communication Skills - II,Compulsory,2,4,0,0,,2,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320024.pdf
320027,16,Aug-11, Textile Process - I,Compulsory,2,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320027.pdf
320038,16,Aug-11, Composition,Compulsory,2,1,0,6,,7,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320038.pdf
320042,16,Aug-11, Business Communication II,Compulsory,2,3,0,2,,4,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320042.pdf
320056,16,Aug-11, Engineering Measurement - II,Compulsory,2,0,0,2,,2,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320056.pdf
320057,16,Aug-11, Computer Application,Compulsory,2,0,0,4,,4,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320057.pdf
320058,16,Aug-11, Electronic Practices,Compulsory,2,0,0,4,,4,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320058.pdf
320059,16,Aug-11, Mechatronics Work-shop,Compulsory,2,0,0,4,,4,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/320059.pdf
3300005,16,Sep-12, BASIC PHYSICS (GROUP-2),Compulsory,2,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3300005.pdf
3320002,16,Sep-12, ADVANCED MATHEMATICS (GROUP-1),Compulsory,2,2,2,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3320002.pdf
3320701,16,Sep-12, Basic Electronics,Compulsory,2,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3320701.pdf
3320702,16,Sep-12, Advanced Computer Programming,Compulsory,2,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3320702.pdf
3321601,16,Sep-12, Fundamental Of Information Technology,Compulsory,2,0,2,2,,4,0,0,30,20,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3321601.pdf
3990001,16,Sep-12, Contributor Personality Development,Elective,2,4,0,0,,4,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3990001.pdf
4300003,16,Feb-22, Environment and Sustainability,General Science,2,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300003.pdf
4300005,16,Feb-22, Physics,Basic Sciences,2,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300005.pdf
4300016,16,Feb-22, Indian Constitution,Audit,2,2,0,0,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300016.pdf
4320002,16,Feb-22, Engineering Mathematics,Basic Sciences,2,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4320002.pdf
4321601,16,Feb-22, Basic Electronics,Engineering Sciences,2,0,2,2,,3,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4321601.pdf
4321602,16,Feb-22, Advanced Python Programming,Program Core,2,3,0,4,,5,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4321602.pdf
4321603,16,Feb-22, Information Security Awareness,Program Core,2,0,1,4,,3,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4321603.pdf
C300005,16,07/01/13, BASIC PHYSICS (GROUP-2),Compulsory,2,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C300005.pdf
C320002,16,07/01/13, ADVANCED MATHEMATICS (GROUP-1),Compulsory,2,2,2,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C320002.pdf
C320702,16,07/01/13, Advanced Computer Programming,Compulsory,2,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C320702.pdf
C4300003,16,Aug-22, Environment and Sustainability,General Science,2,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300003.pdf
C4300005,16,Aug-22, Physics,Basic Sciences,2,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300005.pdf
C4300016,16,Aug-22, Indian Constitution,Audit,2,2,0,0,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4300016.pdf
C4320002,16,Aug-22, Engineering Mathematics,Basic Sciences,2,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4320002.pdf
C4321601,16,Aug-22, Basic Electronics,Engineering Sciences,2,0,2,2,,3,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4321601.pdf
C4321602,16,Aug-22, Advanced Python Programming,Program Core,2,3,0,4,,5,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4321602.pdf
C4321603,16,Aug-22, Information Security Awareness,Program Core,2,0,1,4,,3,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/C4321603.pdf
330701,16,Aug-11, Data Structure Management,,3,3,0,4,,7,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/330701.pdf
330702,16,Aug-11, Programming In C++,,3,3,0,4,,7,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/330702.pdf
330703,16,Aug-11, Data Base Management System,,3,3,0,4,,7,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/330703.pdf
331102,16,Aug-11, Digital Electronics,,3,4,0,2,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/331102.pdf
3330701,16,Sep-12, Operating System,,3,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3330701.pdf
3330704,16,Sep-12, Data Structure,,3,3,2,2,,7,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3330704.pdf
3331601,16,Sep-12, Digital Memory System,,3,3,2,2,,7,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3331601.pdf
3331602,16,Sep-12, Computer Graphics,,3,3,2,2,,7,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3331602.pdf
3331603,16,Sep-12, Software Practices With Vb.net,,3,0,2,2,,4,0,0,60,40,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3331603.pdf
4330001,16,Aug-22, Summer Internship-I,Summer Internship-1(2 Weeks) after sem-2,3,0,0,0,,1,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4330001.pdf
4331601,16,Aug-22, Data Structure with Python,Program Core,3,3,0,4,,5,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4331601.pdf
4331602,16,Aug-22, Linux Operating System,Program Core,3,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4331602.pdf
4331603,16,Aug-22, Database Management,Program Core,3,3,0,4,,5,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4331603.pdf
4331604,16,Aug-22, Fundamentals of Software Development,Program Core,3,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4331604.pdf
4331605,16,Aug-22, Seminar,Program Core,3,0,1,2,,2,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4331605.pdf
3341601,16,Sep-12, Information Communication Technology,Compulsory,4,4,0,2,,6,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3341601.pdf
3341602,16,Sep-12, Object Oriented Programming,Compulsory,4,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3341602.pdf
3341603,16,Sep-12, Fundamentals Of Software Development,Compulsory,4,3,0,2,,5,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3341603.pdf
3341604,16,Sep-12, Internet Technology,Compulsory,4,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3341604.pdf
3341605,16,Sep-12, Database Management,Compulsory,4,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3341605.pdf
340701,16,Aug-11, Operating System,Compulsory,4,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/340701.pdf
340703,16,Aug-11, Visual Basic,Compulsory,4,3,0,4,,7,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/340703.pdf
341601,16,Aug-11, Data Communication & Networks,Compulsory,4,4,0,2,,6,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/341601.pdf
341602,16,Aug-11, Computer Graphics,Compulsory,4,3,0,4,,7,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/341602.pdf
341603,16,Aug-11, Software Engineering,Compulsory,4,3,0,2,,5,70,30,50,0,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/341603.pdf
341604,16,Aug-11, Software Practices,Compulsory,4,0,2,2,,4,0,0,100,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/341604.pdf
4340001,16,Mar-23, Essence of Indian Knowledge and Tradition,Elective(Any one),4,2,0,0,,2,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4340001.pdf
4340002,16,Mar-23, Contributor Personality Development,Elective(Any one),4,2,0,0,,2,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4340002.pdf
4340003,16,Mar-23, Integrated Personality Development Course,Elective(Any one),4,2,0,0,,2,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4340003.pdf
4341601,16,Mar-23, Essentials of Digital Marketing,Compulsory,4,3,0,4,,5,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4341601.pdf
4341602,16,Mar-23, Object Oriented Programming with JAVA,Compulsory,4,3,0,4,,5,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4341602.pdf
4341603,16,Mar-23, Fundamentals of Machine Learning,Compulsory,4,3,0,4,,5,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4341603.pdf
4341604,16,Mar-23, Web Development using PHP,Compulsory,4,0,0,4,,2,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4341604.pdf
ini25_cs02,16,Jan-25, Machine Learning Using Python Programming,PEC-02(MOOC),4,4,0,0,,4,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/ini25_cs02.pdf
noc25_cs11,16,Jan-25, Cloud Computing,PEC-01(MOOC),4,4,0,0,,4,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/noc25_cs11.pdf
noc25_ge11,16,Jan-25, Entrepreneurship Essentials,MOPEC-01(MOOC),4,3,0,0,,3,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/noc25_ge11.pdf
ntr24_ed42,16,Jul-24, Graphics and Animation Development,MOPEC-01(MOOC),4,3,0,0,,3,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/ntr24_ed42.pdf
ntr24_ed51,16,Jul-24, Entrepreneurship Development,MOPEC-01(MOOC),4,3,0,0,,3,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/ntr24_ed51.pdf
2350703,16,Aug-11, Java Programming,,5,3,0,4,,7,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2350703.pdf
2351601,16,Aug-11, Windows Programming With Vb.net,,5,4,0,4,,8,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2351601.pdf
2351602,16,Aug-11, Wireless Communication,,5,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2351602.pdf
2351603,16,Aug-11, Dynamic Web Development,,5,3,0,4,,7,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2351603.pdf
2351604,16,Aug-11, Project - I,,5,0,0,6,,6,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2351604.pdf
3350703,16,Sep-12, Java Programming,,5,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3350703.pdf
3351601,16,Sep-12, Information Communication Networks,,5,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3351601.pdf
3351602,16,Sep-12, Essentials Of Network Security,,5,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3351602.pdf
3351603,16,Sep-12, Web Programming Using Asp.net,,5,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3351603.pdf
3351604,16,Sep-12, Management Information System,,5,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3351604.pdf
3351605,16,Sep-12, Project - I,,5,0,0,4,,4,0,0,60,40,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3351605.pdf
350703,16,Aug-11, Java Programming,,5,3,0,4,,7,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/350703.pdf
351601,16,Aug-11, Windows Programming With Vb.net,,5,4,0,4,,8,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/351601.pdf
351602,16,Aug-11, Wireless Communication,,5,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/351602.pdf
351603,16,Aug-11, Dynamic Web Development,,5,3,0,4,,7,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/351603.pdf
351604,16,Aug-11, Project,,5,0,0,6,,6,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/351604.pdf
4300021,16,Jul-23, Entrepreneurship and Start-ups,compulsory,5,3,0,0,,3,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4300021.pdf
4351601,16,Jul-23, Foundation of AI and ML,compulsory,5,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4351601.pdf
4351602,16,Jul-23, Mobile Computing and Networks,compulsory,5,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4351602.pdf
4351603,16,Jul-23, Advanced Java Programming,compulsory,5,3,0,2,,4,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4351603.pdf
4351604,16,Jul-23, Mobile Application Development,compulsory,5,0,0,4,,2,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4351604.pdf
4351605,16,Jul-23, Summer Internship-II,Compulsory,5,0,0,6,,3,0,0,50,50,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4351605.pdf
cec25_ge02,16,Jan-25, Information Security and Cyber Forensics,PEC-03(MOOC),5,4,0,0,,4,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/cec25_ge02.pdf
noc24_hs173,16,Jul-24, The Science of Happiness and Wellbeing,MOPEC-02 (MOOC),5,3,0,0,,3,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/noc24_hs173.pdf
noc25_hs103,16,Jan-25, The Science of Happiness and Wellbeing,MOPEC-02 (MOOC),5,3,0,0,,3,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/noc25_hs103.pdf
nou25_cs07,16,Jan-25, Artificial Intelligence using Prolog Programming,PEC-04(MOOC),5,4,0,0,,4,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/nou25_cs07.pdf
ntr24_ed44,16,Jul-24, Internet of Things: Design Concepts and Use Cases,MOPEC-02 (MOOC),5,3,0,0,,3,100,0,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/ntr24_ed44.pdf
2361601,16,Aug-11, Asp.net And Vb.net Web Programming,,6,3,0,4,,7,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2361601.pdf
2361602,16,Aug-11, Information Security,,6,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2361602.pdf
2361604,16,Aug-11, Enterprise Resource Planning,,6,3,0,4,,7,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2361604.pdf
2361606,16,Aug-11, Mobile Computing,,6,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2361606.pdf
2361607,16,Aug-11, Computer Logic Design,,6,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2361607.pdf
2361608,16,Aug-11, Project-II,,6,0,0,6,,6,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/2361608.pdf
3360701,16,Sep-12, Advance Java Programming,Compulsory,6,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3360701.pdf
3361601,16,Sep-12, Web And Network Security,Compulsory,6,4,0,2,,6,70,30,30,20,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3361601.pdf
3361602,16,Sep-12, Android Application Development,Elective,6,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3361602.pdf
3361603,16,Sep-12, Web Designing Using Php And Mysql,Elective,6,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3361603.pdf
3361604,16,Sep-12, Data Mining And Warehousing,Elective,6,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3361604.pdf
3361605,16,Sep-12, Database Administration,Elective,6,3,0,4,,7,70,30,60,40,200,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3361605.pdf
3361606,16,Sep-12, PROJECT-II,Compulsory,6,0,0,6,,6,0,0,90,60,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/3361606.pdf
360708,16,Aug-11, Network Operating System,,6,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/360708.pdf
361601,16,Aug-11, Asp.net And Vb.net Web Programming,,6,3,0,4,,7,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/361601.pdf
361602,16,Aug-11, Information Security,,6,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/361602.pdf
361603,16,Aug-11, Advanced Java,,6,3,0,4,,7,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/361603.pdf
361604,16,Aug-11, Enterprise Resource Planning,,6,3,0,4,,7,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/361604.pdf
361605,16,Aug-11, Programming With C #,,6,3,0,4,,7,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/361605.pdf
361606,16,Aug-11, Mobile Computing,,6,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/361606.pdf
361607,16,Aug-11, Computer Logic Design,,6,3,0,2,,5,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/361607.pdf
361608,16,Aug-11, Project,,6,0,0,6,,6,0,0,20,80,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/361608.pdf
4361601,16,Jan-24, Cyber Security and Digital Forensics,Program Core,6,4,0,4,,6,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4361601.pdf
4361602,16,Jan-24, Cloud and Data Center Technologies,Program Core,6,3,0,4,,5,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4361602.pdf
4361603,16,Jan-24, Foundation of Block Chain,Program Core,6,3,0,4,,5,70,30,25,25,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4361603.pdf
4361604,16,Jan-24, Software Development,Program Core,6,0,0,6,,3,0,0,25,25,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/4361604.pdf
DI01000011,19,2024-25, Induction Programme with Essence of Indian Knowledge,Mandatory Non-Credit Courses – Audit Course,1,0,0,0,,0,0,0,0,0,0,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000011.pdf
DI01000021,19,2024-25, Mathematics-I,Basic Science Courses,1,3,1,0,,4,70,30,0,0,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000021.pdf
DI01000031,19,2024-25, Communication Skills in English,"Humanities and Social Science, including Management Courses",1,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000031.pdf
DI01000041,19,2024-25, Sports and Yoga,Mandatory Non-Credit Courses – Audit Course,1,0,0,2,,0,0,0,50,0,50,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000041.pdf
DI01000111,19,2024-25, Engineering Graphics,Engineering Science Courses,1,2,0,2,,3,70,30,20,30,150,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000111.pdf
DI01000171,19,2024-25, Basics of Electricals and Electronics Engineering,Engineering Science Courses,1,0,1,4,,3,0,0,50,50,100,https://s3-ap-southeast-1.amazonaws.com/gtusitecirculars/Syallbus/DI01000171.pdf
